source,Article id,url,Headline,Total score,class
random_articles_Australia_www.news.com.au.xlsx,ac83ee58-4d89-4b0b-b007-41c6250c6715,https://www.news.com.au/technology/environment/pretty-unlucky-man-killed-by-lightning-strike-while-camping-in-south-australia/news-story/ed109ccce5232f8ca7d15a23c78542af,Aussie man killed by lightning strike,0.96,0
random_articles_Australia_www.news.com.au.xlsx,a55a19bd-4f00-4ec0-9639-2274dfb832fa,https://www.news.com.au/entertainment/books-magazines/books/why-grace-tames-surprising-irreverent-memoir-needed-to-be-written/news-story/77a643d96674dfab9841f3f55ddf4c80,Inside Tame's deeply personal memoir,0.706666666666666,0
random_articles_Australia_www.news.com.au.xlsx,edee6ff5-edb8-4d76-9e50-2f0c3cfcfee6,https://www.news.com.au/lifestyle/real-life/news-life/odpp-backs-justice-shouldnt-hurt-campaign-to-help-child-sexual-abuse-victims/news-story/118a4279d8d63bb3500f1a97a9bfb9e2,Significant support of girls' fight,0.676190476190476,0
random_articles_Australia_www.news.com.au.xlsx,f0bc3193-b064-40e1-a730-cbe6fe5814f7,https://www.news.com.au/national/victoria/crime/three-charged-over-alleged-47m-money-laundering-scheme-involving-pokies/news-story/45ca28e0e40601c157547374d79f1590,$4.7m pokies scheme busted: cops,0.705454545454545,0
random_articles_Australia_www.news.com.au.xlsx,9fc1eebe-02b9-46c8-8736-0bd9af69700f,https://www.news.com.au/technology/environment/wall-of-rain-heading-straight-for-sydney-as-cars-are-submerged-in-melbourne-floodwaters/news-story/50515076c97ecc1a3ff57c86cf76ee43,Wall of rain heading straight for Sydney,0.52,0
random_articles_Australia_www.news.com.au.xlsx,d5016a8c-517a-4386-b824-e2413ff71386,https://www.news.com.au/national/coalition-government-broke-the-law-during-robodebt/video/75d7443e4fb6a26904025b3e79c24acc,Coalition government 'broke the law' during Robodebt,0.263999999999999,0
random_articles_Australia_www.news.com.au.xlsx,2b71fadb-d03a-44c8-b891-528caea4403e,https://www.news.com.au/travel/travel-updates/warnings/nsw-opal-card-readers-to-be-shut-off-from-next-week/news-story/c3f33ed06434307a1fec63649bfe0556,Sydney trains to be free 'indefinitely',0.439999999999999,0
random_articles_Australia_www.news.com.au.xlsx,215ac818-44ac-49b0-b078-accd826996c8,https://www.news.com.au/sport/afl/what-times-does-the-2022-afl-grand-final-start/news-story/e7ba40118eadad99feb5bffdf03ccc8c,Fans rejoicing over AFL Grand Final start time,0.377777777777777,0
random_articles_Australia_www.news.com.au.xlsx,084da3aa-e36d-4b3e-b8d3-7a1c58a969fe,https://www.news.com.au/sport/afl/geelong-sticks-it-to-everyone-with-costume-jabs-on-mad-monday/news-story/23e5e9e04b590ede44398a093c9f94f2,Cats stick it to everyone on Mad Monday,0.345454545454545,0
random_articles_Australia_www.news.com.au.xlsx,9d287f6c-46ad-41dc-88fd-21f29f5bb1bb,https://www.news.com.au/travel/travel-updates/incidents/two-men-dead-in-helicopter-crash-in-was-wheatbelt/news-story/3ffb4e13127baaa5e99b30f7eaceb786,Two men dead in helicopter tragedy,0.6,0
random_articles_Australia_www.news.com.au.xlsx,1740e24d-3739-4abf-a273-d21db95b9285,https://www.news.com.au/national/were-an-afterthought-littleproud-taking-pragmatic-step-with-jobs-summit/video/3d71925a720e013bb283b24d700418ce,'We're an afterthought': Littleproud taking 'pragmatic step' with jobs summit,0.272727272727272,0
random_articles_Australia_www.news.com.au.xlsx,25f06c15-ce58-4ec4-aa83-10965f888f03,https://www.news.com.au/national/western-australia/mans-head-attacked-by-crocodile-in-wa-reports/news-story/64f64e0f9b7a6b11b997b39bb2d683c7,Crocodile attack in tourist hotspot,0.623529411764705,0
random_articles_Australia_www.news.com.au.xlsx,453e7a79-d31a-48bf-9bb6-a93639230627,https://www.news.com.au/national/queensland/news/three-dead-in-horror-queensland-light-plane-crash/news-story/2ea71de40001976ea83e94be866aa646,"Millionaire, son dead in horror plane crash",0.494736842105263,0
random_articles_Australia_www.news.com.au.xlsx,663f4962-bb7b-4df4-9860-e9c472f94d9f,https://www.news.com.au/national/queensland/courts-law/lawyer-michael-bosscher-arrested-as-part-of-afp-money-laundering-investigation/news-story/30320911ab36dbcc8ff7349939958ac7,Lawyer stung in $4.5m scheme raids: cops,0.778181818181818,0
random_articles_Australia_www.news.com.au.xlsx,143da5e8-d234-4ae9-a689-ad81bfe38e66,https://www.news.com.au/national/victoria/young-woman-suffers-serious-facial-injuries-after-being-struck-by-ride-at-melbourne-royal-show/news-story/fde60f68ce1e8377704ca0a83eb140ea,Woman hit by Melbourne roller coaster,1.0,0
random_articles_Australia_www.news.com.au.xlsx,85e8c648-a5fa-4f17-8c9f-0244159200c4,https://www.news.com.au/national/australias-top-military-officer-in-the-uk-speaks-ahead-of-queens-funeral/video/10dfbeec0d108580c39f5cf504cca3e8,Australia's top military officer in the UK speaks ahead of Queen's funeral,0.261538461538461,0
random_articles_Australia_www.news.com.au.xlsx,cbed0769-7993-40cb-b389-2780709f6034,https://www.news.com.au/national/nsw-act/courts-law/brittany-higgins-will-take-to-the-stand-in-her-upcoming-rape-trial/news-story/0ec3b0b9bd93c1205de360a5a1806822,Project interview scrapped in Higgins trial,0.858823529411764,0
random_articles_Australia_www.news.com.au.xlsx,d3d628de-6bed-4fad-9355-606feb4ad274,https://www.news.com.au/national/politics/former-deputy-leader-of-the-liberal-party-peter-reith-dies-aged-72/news-story/b025c72fdeed261f1ba69ae01e9a4c23,Former deputy Liberal leader dies aged 72,0.616,0
random_articles_Australia_www.news.com.au.xlsx,a16076cf-e213-4f63-bf37-cf911931627e,https://www.news.com.au/finance/star-casino-receives-100m-fine-and-licence-suspension/video/d8e32c6f03ffb6a68e7891a888d5683f,Star Casino receives $100m fine and licence suspension,0.4,0
random_articles_Australia_www.news.com.au.xlsx,f19e7b73-f600-4212-8e0d-e45b53023e07,https://www.news.com.au/finance/money/costs/federal-government-tipped-to-cap-power-prices/news-story/d3f3bc83a33689ac9d412f63f8f89b88,PM poised to intervene on power prices,0.567567567567567,0
random_articles_Australia_www.news.com.au.xlsx,be4ed43c-72c5-42af-9545-7d788bf96aa9,https://www.news.com.au/national/prime-minister-anthony-albanese-holds-press-conference-with-shaquille-oneal/video/4f8e565b66493723e5740f9039e9f93c,Prime Minister Anthony Albanese holds press conference with Shaquille O'Neal,0.199999999999999,0
random_articles_Australia_www.news.com.au.xlsx,2575efce-bb2a-4671-8019-df2cf91ce76a,https://www.news.com.au/technology/science/animals/kayaker-films-terrifying-close-call-a-great-white-shark-swipes-at-boat/news-story/6217375d3849d908f463dbc0221c4fb1,Horror moment shark attacks kayaker,0.927272727272727,0
random_articles_Australia_www.news.com.au.xlsx,9c999d4b-2e36-41ed-bec2-efa58780e873,https://www.news.com.au/national/crime/man-charged-over-bush-track-explosion-that-killed-fathertobe-jack-kinneen/news-story/6f4ffc2094b61a7765bcbea4aaa05005,Man charged over deadly explosion,0.9,0
random_articles_Australia_www.news.com.au.xlsx,cf32c342-c613-49fe-b2cd-31364b89af84,https://www.news.com.au/national/prime-minister-anthony-albanese-holds-press-conference-with-shaquille-oneal/news-story/5c1705f51d649955b138b7a8285ce292,PM's surprise move with Shaq,0.538461538461538,1
random_articles_Australia_www.news.com.au.xlsx,a3bfbff4-b657-4cb5-805a-baac646012de,https://www.news.com.au/national/crime/coerced-federal-police-reveal-chilling-trend-of-elderly-acting-as-drug-mules-after-online-scam/news-story/239dce6007acf6631cc8f06cad7d6b94,Chilling new scam targeting elderly,0.764705882352941,1
